repo_name,repo_url,repo_id,discription,date_created,date_last_push,homepage,repo_language,forks_count,stars_count,owner
POWToken,https://github.com/MarsFi/POWToken,326574925,,2021-01-04 05:03:29,2021-12-04 09:11:04,,Solidity,5,11.0,MarsFi
dego-nft,https://github.com/dego-labs/dego-nft,326663681,dego nft ,2021-01-04 11:35:11,2021-01-05 08:42:29,,Solidity,7,12.0,dego-labs
beefy-contracts,https://github.com/beefyfinance/beefy-contracts,327166777,Public repo for the community devs to advance the Beefy protocol.,2021-01-06 01:34:11,2022-04-28 15:14:58,https://app.beefy.finance,Solidity,82,70.0,beefyfinance
flightdelay-contracts,https://github.com/etherisc/flightdelay-contracts,327290685,,2021-01-06 11:27:22,2022-01-19 16:03:42,,Solidity,3,7.0,etherisc
DecentralizedOracle,https://github.com/computercybersecurity/DecentralizedOracle,327374659,Decentralized Oracle System,2021-01-06 16:53:11,2021-04-07 21:21:14,,Solidity,4,17.0,computercybersecurity
quickswap-core,https://github.com/QuickSwap/quickswap-core,327569421,,2021-01-07 09:52:22,2022-04-14 14:11:18,,Solidity,74,83.0,QuickSwap
QuickSwap-periphery,https://github.com/QuickSwap/QuickSwap-periphery,327571799,,2021-01-07 10:02:17,2022-02-03 10:46:15,,Solidity,22,14.0,QuickSwap
ton-eth-bridge-token-contracts,https://github.com/broxus/ton-eth-bridge-token-contracts,327728389,TIP3 token contracts implementation with bridge mint/burn support,2021-01-07 21:26:14,2022-02-20 09:59:22,,Solidity,19,13.0,broxus
Project-Mimic,https://github.com/Alpha-Serpentis-Developments/Project-Mimic,327800375,Social trading platform built atop of Opyn v2,2021-01-08 04:41:43,2022-04-12 14:24:50,https://optional.finance,Solidity,5,12.0,Alpha-Serpentis-Developments
bls-wallet-contracts,https://github.com/jzaki/bls-wallet-contracts,327838551,Smart contract wallet using BLS signature aggregation,2021-01-08 08:09:06,2021-12-14 00:56:48,,Solidity,6,7.0,jzaki
contracts,https://github.com/fx-portal/contracts,327867994,FxPortal for Polygon (Previously Matic) chain. No mapping. Seamless.,2021-01-08 10:15:13,2022-04-04 08:56:21,,Solidity,45,69.0,fx-portal
soteria,https://github.com/Soteria-core/soteria,328566052,,2021-01-11 06:12:26,2022-01-06 09:46:34,,Solidity,7,6.0,Soteria-core
defi-types,https://github.com/paulrberg/defi-types,328618289,TypeChain bindings for DeFi protocols,2021-01-11 09:53:29,2022-02-13 23:47:58,,Solidity,3,8.0,paulrberg
DVD,https://github.com/daoventures/DVD,328649290,DAOventures Governance Token (DVG). An erc-20 Ethereum token used for governance and utility within DAOventures DeFi protocol.,2021-01-11 11:58:06,2021-08-15 21:40:25,,Solidity,6,8.0,daoventures
dss-tlm,https://github.com/yieldprotocol/dss-tlm,328710151,,2021-01-11 15:35:46,2021-04-05 10:17:29,,Solidity,2,7.0,yieldprotocol
SugarDaddyFlashloan,https://github.com/fifikobayashi/SugarDaddyFlashloan,328888039,Leverages Aave V2's credit delegation functionalities to execute a V2 flashloan where the repayment of the loan at the end of the Tx is incurred onto a separate entity (the sugardaddy),2021-01-12 06:02:07,2021-01-23 01:01:15,,Solidity,22,110.0,fifikobayashi
ChannelsProtocol,https://github.com/ChannelsFinance/ChannelsProtocol,329224755,,2021-01-13 07:16:21,2021-01-13 07:17:58,,Solidity,7,8.0,ChannelsFinance
yearnv2_steth_crv_strat,https://github.com/Grandthrax/yearnv2_steth_crv_strat,329648058,,2021-01-14 14:59:43,2021-02-26 09:58:22,,Solidity,4,6.0,Grandthrax
tenset,https://github.com/TensetIO/tenset,329707491,,2021-01-14 18:57:06,2021-09-08 10:47:13,,Solidity,2,18.0,TensetIO
furucombo,https://github.com/philsong/furucombo,329822467,,2021-01-15 05:57:07,2021-01-23 08:04:27,,Solidity,12,14.0,philsong
ERC3156-Wrappers,https://github.com/alcueca/ERC3156-Wrappers,329871640,ERC3156 wrappers for popular flash lenders,2021-01-15 09:50:26,2021-11-15 12:18:00,,Solidity,18,55.0,alcueca
optimistic-rollup,https://github.com/MitchellTesla/optimistic-rollup,329924931,Solidity smart-contracts for the Celer sidechain on the Ethereum Virtual-Machine ??,2021-01-15 13:50:28,2022-01-18 09:11:17,,Solidity,2,7.0,MitchellTesla
avalanche-smart-contract-quickstart,https://github.com/ava-labs/avalanche-smart-contract-quickstart,330014482,The easiest way to build smart contracts on Avalanche.,2021-01-15 20:24:40,2022-04-05 16:55:20,,Solidity,68,182.0,ava-labs
PolkaBridge-Contract,https://github.com/cyclese96/PolkaBridge-Contract,330134911,,2021-01-16 10:15:09,2021-05-29 13:45:11,,Solidity,13,9.0,cyclese96
cyclone-contracts,https://github.com/cycloneprotocol/cyclone-contracts,330192554,"Cyclone is a multi-chain, non-custodial, privacy-preserving protocol. Cyclone applies zkSNARKs to enable transactional privacy by breaking the on-chain link between depositor and recipient addresses. It uses a smart contract that accepts coins/tokens deposits, which can be withdrawn by a different address. Whenever an asset is withdrawn from Cyclone, there is no way to link the withdrawal to the deposit for absolute privacy.",2021-01-16 15:25:16,2021-05-08 14:17:13,,Solidity,4,50.0,cycloneprotocol
contracts,https://github.com/plexus-money/contracts,330296363,"Plexus Contracts aims to simplify defi, maintain security of user funds and aggregate other contracts functionality.",2021-01-17 02:06:16,2021-10-06 06:37:54,,Solidity,12,12.0,plexus-money
lendhub,https://github.com/lendhub/lendhub,330329058,,2021-01-17 06:27:08,2021-04-01 04:33:52,,Solidity,16,10.0,lendhub
kine-protocol,https://github.com/Kine-Technology/kine-protocol,330339944,,2021-01-17 07:44:59,2021-08-05 14:23:58,,Solidity,2,8.0,Kine-Technology
EthGlobal-West-Texas-Oil,https://github.com/EthBuilders/EthGlobal-West-Texas-Oil,330459269,"EthGlobal Market Make Hackathon - Solving crude oil theft by reconciling Bill of Lading between mid-stream suppliers and end-stream refiners from Midland, Texas to Houston, Texas.",2021-01-17 18:31:01,2021-02-08 04:37:02,,Solidity,10,14.0,EthBuilders
EthInsurance,https://github.com/EthereumInsurance/EthInsurance,330642751,,2021-01-18 11:18:47,2021-03-17 21:25:50,,Solidity,1,8.0,EthereumInsurance
BEP20Token,https://github.com/Quillhash/BEP20Token,330712268,binance chain BEP-20 token,2021-01-18 15:41:00,2021-01-18 15:46:07,,Solidity,8,8.0,Quillhash
Twister,https://github.com/uclablockchain/Twister,330812862,Optimistic Tornado Cash,2021-01-18 23:38:29,2021-03-26 19:39:11,,Solidity,0,12.0,uclablockchain
MCL-FlashloanDemo,https://github.com/Multiplier-Finance/MCL-FlashloanDemo,330882906,,2021-01-19 06:15:46,2021-12-10 12:39:05,,Solidity,112,69.0,Multiplier-Finance
smart-contracts,https://github.com/chefkebab/smart-contracts,331113326,Smart contracts forked from pancake,2021-01-19 21:24:16,2021-04-12 08:56:16,,Solidity,21,12.0,chefkebab
Cocos-BCXContract,https://github.com/Cocos-BCX/Cocos-BCXContract,331570534,,2021-01-21 08:59:41,2021-01-21 10:36:13,,Solidity,0,50.0,Cocos-BCX
yearn-vaults-swap,https://github.com/emilianobonassi/yearn-vaults-swap,331738987,Swap between Yearn Vaults V2,2021-01-21 19:56:09,2021-02-12 08:13:05,,Solidity,0,7.0,emilianobonassi
gocash-core,https://github.com/go-protocol/gocash-core,331827161,,2021-01-22 03:35:45,2021-03-06 04:27:58,,Solidity,10,13.0,go-protocol
DecEnergyM,https://github.com/Ali-Arjomandi-Nezhad/DecEnergyM,332301403,An Open-Source Ethereum Smart Contract for Peer-to-Peer Decentralized Local Energy Market Transactions,2021-01-23 20:26:06,2021-01-23 20:41:25,,Solidity,2,9.0,Ali-Arjomandi-Nezhad
HAC,https://github.com/Hola-Coins/HAC,332372963,Hola Tokens  [ERC-20],2021-01-24 05:17:11,2021-02-11 03:17:48,https://etherscan.io/token/0x3D254e5b6b21bFaB4bB97489FC28eE4c3F44c6D8,Solidity,3,12.0,Hola-Coins
pooled-compound-lp,https://github.com/kassandraoftroy/pooled-compound-lp,332550974,Research on collectively interacting with Compound Finance protocols as a DAO,2021-01-24 20:40:27,2021-03-16 16:25:58,,Solidity,1,7.0,kassandraoftroy
solidity-escrow-arrangement,https://github.com/alejoacosta74/solidity-escrow-arrangement,332876674,Escrow arrangement ERC20 compliant developed in Solidity for Ethereum network ,2021-01-25 20:37:52,2022-02-17 02:08:55,,Solidity,3,8.0,alejoacosta74
radicle-contracts-tests,https://github.com/dapp-org/radicle-contracts-tests,333127647,testing https://github.com/radicle-dev/radicle-contracts,2021-01-26 15:27:49,2021-02-18 17:00:38,,Solidity,2,13.0,dapp-org
dss-vest,https://github.com/makerdao/dss-vest,333233846,,2021-01-26 22:25:33,2022-04-28 19:59:40,,Solidity,18,26.0,makerdao
V-CRED-SHORT,https://github.com/vijayengineer/V-CRED-SHORT,333843804,"Deploying flashloans for instant leveraged trading in Aave, 1inch",2021-01-28 18:07:39,2021-02-08 22:54:55,,Solidity,3,7.0,vijayengineer
MarketMake,https://github.com/andrewhong5297/MarketMake,334510849,,2021-01-30 21:03:35,2021-09-03 14:16:45,,Solidity,2,6.0,andrewhong5297
ctfs-2021,https://github.com/0ops/ctfs-2021,335166314,,2021-02-02 04:18:02,2021-02-03 02:18:53,,Solidity,0,7.0,0ops
tronpay-contract-airdrop,https://github.com/GG4mida/tronpay-contract-airdrop,335302759,"??????,??? TRX & ??? Token,????????????:rocket:",2021-02-02 13:44:21,2022-02-15 06:38:53,https://pro.tronapi.com,Solidity,11,21.0,GG4mida
aladdin-contracts,https://github.com/AladdinDAO/aladdin-contracts,335495581,,2021-02-03 03:25:36,2021-12-22 09:04:19,,Solidity,2,7.0,AladdinDAO
starlinkminerv2,https://github.com/starlink-so/starlinkminerv2,335536045,,2021-02-03 06:59:52,2021-02-19 07:31:23,,Solidity,5,7.0,starlink-so
V-Cred-Avalanche,https://github.com/vijayengineer/V-Cred-Avalanche,335539712,This project aims to bring flashloans to Avalanche blockchain. The core concept V-Cred is the design pattern of having two,2021-02-03 07:16:51,2021-02-03 11:25:27,,Solidity,14,17.0,vijayengineer
alchemist,https://github.com/alchemistcoin/alchemist,335634393,Can a meme coin help us achieve immortality?,2021-02-03 13:31:54,2022-03-04 13:52:59,https://www.alchemist.wtf,Solidity,54,234.0,alchemistcoin
BIFI,https://github.com/bifrost-platform/BIFI,335839589,BiFi is a DeFi project by the BIFROST team. ,2021-02-04 04:39:56,2021-12-10 02:21:15,https://bifi.finance,Solidity,8,20.0,bifrost-platform
NFT-Horcrux,https://github.com/pringao-chevere/NFT-Horcrux,335934469,NFT Tokeniser ,2021-02-04 11:33:51,2021-02-09 03:58:11,,Solidity,0,16.0,pringao-chevere
Contracts,https://github.com/SharedStake/Contracts,336056362,A repository to track and open source SharedStake's on-chain contracts and their addresses.,2021-02-04 19:09:29,2021-08-18 15:18:47,,Solidity,4,8.0,SharedStake
paradigm-ctf,https://github.com/MrToph/paradigm-ctf,336105121,My solutions to https://ctf.paradigm.xyz/,2021-02-04 22:59:16,2021-02-08 01:59:26,https://cmichel.io/paradigm-ctf-2021-solutions/,Solidity,11,29.0,MrToph
contract,https://github.com/gamedaoio/contract,336186415,,2021-02-05 06:36:48,2021-02-18 13:08:08,,Solidity,4,6.0,gamedaoio
inflate-sol,https://github.com/adlerjohn/inflate-sol,336344309,Inflate implementation in Solidity.,2021-02-05 17:38:20,2021-02-09 00:33:46,,Solidity,3,27.0,adlerjohn
paradigm-ctf,https://github.com/thegostep/paradigm-ctf,336397297,,2021-02-05 21:50:42,2021-02-07 21:45:11,,Solidity,5,18.0,thegostep
gearbox-protocol-description,https://github.com/Gearbox-protocol/gearbox-protocol-description,336736455,Core smart contracts of Gearbox V1,2021-02-07 08:17:18,2021-08-09 14:31:10,https://gearbox.fi,Solidity,6,65.0,Gearbox-protocol
contract,https://github.com/depthfinance/contract,336748378,,2021-02-07 09:26:05,2021-10-12 12:11:54,,Solidity,7,22.0,depthfinance
flash-loan-uniswap,https://github.com/SevenSwen/flash-loan-uniswap,336777102,simple example for flash-loan for uniswap/sushiswap protocols,2021-02-07 12:06:47,2021-06-05 15:49:25,,Solidity,5,9.0,SevenSwen
apeswap-swap-periphery,https://github.com/ApeSwapFinance/apeswap-swap-periphery,336833791,Ape Swap periphery and router contracts to make swapping easier.,2021-02-07 16:30:47,2022-04-26 10:03:46,,Solidity,34,15.0,ApeSwapFinance
core-smart-contracts,https://github.com/Unique-One-Official/core-smart-contracts,336918249,Core Smart Contracts of Unique One,2021-02-08 00:09:33,2021-07-16 13:48:21,https://unique.one,Solidity,7,8.0,Unique-One-Official
hboracle,https://github.com/hb-oracle/hboracle,337035060,,2021-02-08 10:15:20,2021-05-23 07:34:27,,Solidity,15,8.0,hb-oracle
WrappedILCOIN,https://github.com/ILCOINDevelopmentTeam/WrappedILCOIN,337250465,Wrapped ILCOIN repo.,2021-02-09 00:40:09,2021-02-09 00:46:53,,Solidity,0,10.0,ILCOINDevelopmentTeam
SmartContract_SDI,https://github.com/XSL-Labs/SmartContract_SDI,337406934,,2021-02-09 13:04:55,2022-03-29 10:53:31,,Solidity,0,9.0,XSL-Labs
goose-contracts,https://github.com/goosedefi/goose-contracts,337690291,,2021-02-10 10:33:45,2021-04-12 00:20:24,,Solidity,336,61.0,goosedefi
layer2-finance-contracts,https://github.com/celer-network/layer2-finance-contracts,337888440,"Contracts for the Layer 2 Finance DeFi aggregator, powered by optimistic rollup.",2021-02-11 00:07:55,2021-10-11 06:45:51,,Solidity,13,40.0,celer-network
dankswap-contracts,https://github.com/dankswap/dankswap-contracts,338007266,dankswap.finance smart contracts,2021-02-11 11:17:41,2021-02-11 11:20:08,https://dankswap.finance,Solidity,4,6.0,dankswap
usdc-to-any-synths,https://github.com/emilianobonassi/usdc-to-any-synths,338163248,Collection of smart contracts to swap between usdc and any Synthetix synths,2021-02-11 21:57:56,2021-02-11 22:52:39,,Solidity,0,6.0,emilianobonassi
meta-transactions,https://github.com/ProjectOpenSea/meta-transactions,338187158,,2021-02-12 00:15:40,2021-12-06 00:44:26,,Solidity,25,32.0,ProjectOpenSea
julswap-contract,https://github.com/JustLiquidity/julswap-contract,338508512,,2021-02-13 05:59:39,2021-02-13 08:17:36,,Solidity,9,42.0,JustLiquidity
openswap-core,https://github.com/TheOpenFinanceProject/openswap-core,338575002,,2021-02-13 12:57:19,2021-05-29 15:12:22,,Solidity,6,8.0,TheOpenFinanceProject
token,https://github.com/HogeFinance/token,338745828,HOGE ERC-20 [pragma solidity ^0.6.12],2021-02-14 06:43:11,2021-03-18 03:56:40,,Solidity,21,15.0,HogeFinance
kashi-lending,https://github.com/sushiswap/kashi-lending,338945269,,2021-02-15 02:03:24,2022-03-29 12:54:05,,Solidity,57,73.0,sushiswap
bentobox-sdk,https://github.com/sushiswap/bentobox-sdk,338946466,"Deployed contracts, helper contract, js and ts bindings",2021-02-15 02:11:56,2021-03-22 11:56:18,,Solidity,12,11.0,sushiswap
apeswap-banana-farm,https://github.com/ApeSwapFinance/apeswap-banana-farm,338965479,,2021-02-15 04:21:23,2022-02-17 18:57:31,,Solidity,71,54.0,ApeSwapFinance
chocomint,https://github.com/taijusanagi/chocomint,338986650,This is chocomint repository,2021-02-15 06:28:30,2021-03-25 02:53:09,,Solidity,5,17.0,taijusanagi
Smart-Contracts,https://github.com/Launchpool/Smart-Contracts,339037396,,2021-02-15 10:14:43,2021-04-12 12:26:16,,Solidity,10,13.0,Launchpool
WAULT,https://github.com/WaultFinance/WAULT,339107917,DECENTRALIZED FINANCE PROTOCOL,2021-02-15 14:44:27,2021-09-26 21:00:51,,Solidity,19,23.0,WaultFinance
code-contests,https://github.com/code-423n4/code-contests,339434879,"C4 code contest details, guidelines, and criteria for participation.",2021-02-16 15:02:05,2021-04-30 16:21:10,http://code423n4.com,Solidity,15,17.0,code-423n4
limit-order,https://github.com/sushiswap/limit-order,339517005,,2021-02-16 20:06:35,2022-01-25 21:50:42,,Solidity,21,15.0,sushiswap
tracer-dao,https://github.com/tracer-protocol/tracer-dao,339569453,,2021-02-17 00:28:59,2021-12-02 11:34:39,,Solidity,4,11.0,tracer-protocol
SuperHero,https://github.com/nfthero/SuperHero,339628685,contract codes of super hero,2021-02-17 06:11:45,2021-02-17 06:18:42,,Solidity,16,12.0,nfthero
flashloan-contract,https://github.com/UniLend/flashloan-contract,339823642,,2021-02-17 18:49:40,2021-03-30 14:37:33,,Solidity,4,6.0,UniLend
replaying-ethereum-hacks,https://github.com/MrToph/replaying-ethereum-hacks,339881255,,2021-02-17 23:18:25,2021-11-05 09:19:21,https://cmichel.io/categories/replaying-eth,Solidity,13,131.0,MrToph
belt-contract,https://github.com/BeltFi/belt-contract,339909880,,2021-02-18 02:09:05,2021-12-23 03:24:08,,Solidity,30,34.0,BeltFi
Smart-Contracts,https://github.com/Delta-Financial/Smart-Contracts,339941578,,2021-02-18 05:05:21,2022-02-24 17:25:25,,Solidity,16,17.0,Delta-Financial
dynamic-vesting-escrow,https://github.com/vasa-develop/dynamic-vesting-escrow,339970021,"A vesting escrow for dynamic teams, based on Curve vesting escrow",2021-02-18 07:31:23,2021-06-24 10:08:55,,Solidity,1,15.0,vasa-develop
harvest-strategy,https://github.com/harvest-finance/harvest-strategy,340129318,The Hardhat environment for strategy development,2021-02-18 17:42:01,2022-03-08 07:53:06,,Solidity,38,104.0,harvest-finance
beefy-starter-pack,https://github.com/beefyfinance/beefy-starter-pack,340146394,Minimal smart contracts repo to deploy vaults with Beefy Finance.,2021-02-18 18:49:21,2021-09-30 14:55:06,,Solidity,6,8.0,beefyfinance
Blockchain-workshop,https://github.com/0xpranjal/Blockchain-workshop,340197313,This repo contains supporting material for my talk about the very basics of Blockchain & Ethereum.,2021-02-18 22:46:30,2021-02-28 21:05:57,,Solidity,1,6.0,0xpranjal
davinci_nft_marketplace,https://github.com/harmony-one/davinci_nft_marketplace,340239298,Harmony NFT marketplace Core Contract,2021-02-19 02:42:38,2021-03-24 14:42:18,,Solidity,15,27.0,harmony-one
ADFS-DAPP,https://github.com/ADFS-Finance/ADFS-DAPP,340241649,ADFS Dapp Source code,2021-02-19 02:54:58,2021-08-09 04:17:19,,Solidity,8,7.0,ADFS-Finance
zkswap-contracts,https://github.com/l2labs/zkswap-contracts,340246959,,2021-02-19 03:23:12,2021-03-01 09:46:07,,Solidity,11,36.0,l2labs
beta,https://github.com/liquity/beta,340338531,"Pre-release of Liquity Protocol smart contracts, intended for bug bounty inspection",2021-02-19 10:44:23,2021-04-04 12:23:52,,Solidity,18,20.0,liquity
tidal-contracts,https://github.com/TidalFinance/tidal-contracts,340389566,,2021-02-19 14:14:41,2021-12-03 21:26:38,,Solidity,7,7.0,TidalFinance
bridge,https://github.com/cheapETH/bridge,340439267,Bridge between L1 (Ethereum) and L2 (cheapETH),2021-02-19 17:18:12,2021-09-09 20:50:39,,Solidity,13,109.0,cheapETH
RarePizzas,https://github.com/snackman/RarePizzas,340550628,For Laszlo!,2021-02-20 03:19:53,2021-03-02 11:03:32,,Solidity,1,7.0,snackman
cryptostory,https://github.com/ianmah/cryptostory,340753243,nft hackathon project. collect playable characters and items on the blockchain. Play real-time with your party. Invest early and ride our game to the moon.,2021-02-20 21:04:53,2021-07-22 17:30:32,https://youtu.be/n8q_2kQA4NM,Solidity,3,11.0,ianmah
hardhat-deploy-test-uniswap,https://github.com/wighawag/hardhat-deploy-test-uniswap,340861830,,2021-02-21 09:21:27,2021-02-21 09:41:28,,Solidity,2,6.0,wighawag
dt-contracts,https://github.com/ownership-labs/dt-contracts,340873449,Smart contracts for data token,2021-02-21 10:27:43,2021-06-12 15:41:59,,Solidity,0,9.0,ownership-labs
NETFLIX-NFT,https://github.com/centerprime/NETFLIX-NFT,340901970,Binance Hackathon: The Future Is Now - Introducing NETFLIX NFT from Team CenterPrime.,2021-02-21 12:59:03,2021-02-24 11:23:21,,Solidity,11,6.0,centerprime
flash-loan-bot,https://github.com/cjthoma1/flash-loan-bot,341015785,Crypto arbitrage bot that searches for a significant difference in crypto prices on a number of exchanges and will execute the simultaneous buying and selling of said crypto through a flash loan provided by the AAVE Flash Loan Smart Contract V2.  ,2021-02-21 22:13:50,2021-02-28 22:42:11,,Solidity,20,32.0,cjthoma1
contracts,https://github.com/fractional-company/contracts,341064236,contracts,2021-02-22 03:05:54,2021-09-30 18:01:12,,Solidity,68,127.0,fractional-company
alpha-homora-v1-bsc-contract,https://github.com/AlphaFinanceLab/alpha-homora-v1-bsc-contract,341114286,,2021-02-22 07:26:31,2022-04-28 06:06:08,,Solidity,8,15.0,AlphaFinanceLab
olympus-contracts,https://github.com/OlympusDAO/olympus-contracts,341376033,,2021-02-23 00:18:58,2022-04-28 22:19:48,,Solidity,834,670.0,OlympusDAO
Acria-Contracts,https://github.com/Acria-Network/Acria-Contracts,341409549,Contracts for the ETH/BSC branch of the Acria Network,2021-02-23 02:59:13,2021-06-02 21:02:25,https://acria.network,Solidity,8,31.0,Acria-Network
AutofarmV2_CrossChain,https://github.com/autofarmnetwork/AutofarmV2_CrossChain,341426327,,2021-02-23 04:21:34,2021-10-24 11:04:47,,Solidity,48,49.0,autofarmnetwork
goldfinch-contracts,https://github.com/goldfinch-eng/goldfinch-contracts,342145022,,2021-02-25 06:25:01,2022-04-28 20:26:12,,Solidity,15,40.0,goldfinch-eng
goose-contracts-incubator,https://github.com/goosedefi/goose-contracts-incubator,342279183,,2021-02-25 14:54:42,2021-02-28 21:18:10,,Solidity,68,6.0,goosedefi
iron-contracts,https://github.com/IronFinance/iron-contracts,342305412,,2021-02-25 16:21:37,2021-03-27 04:52:36,,Solidity,24,13.0,IronFinance
anyswap-v1-core,https://github.com/andrecronje/anyswap-v1-core,342352639,Anyswap core libraries and assets for permissionless cross-chain AMM swaps,2021-02-25 19:13:44,2021-11-08 23:15:53,,Solidity,33,41.0,andrecronje
NEST-Oracle-V3.6,https://github.com/NEST-Protocol/NEST-Oracle-V3.6,342758393,The NEST Oracle Smart Contract 3.6 is a solidity smart contract implementation of NEST Protocol which provide a unique on-chain Price Oracle through a decentralized mechanism.,2021-02-27 03:09:14,2021-12-18 06:54:45,,Solidity,3,14.0,NEST-Protocol
warden-protocol,https://github.com/Wardenswap/warden-protocol,342828129,The Best Rate BSC Swap - WardenSwap,2021-02-27 10:21:36,2021-08-22 19:14:48,,Solidity,19,30.0,Wardenswap
panda-swap,https://github.com/pandaex-dev/panda-swap,343038928,,2021-02-28 06:40:58,2021-08-10 08:48:04,,Solidity,6,37.0,pandaex-dev
blindboxes-contracts,https://github.com/BlindBoxesNFT/blindboxes-contracts,343163060,,2021-02-28 17:09:29,2021-12-15 07:27:45,,Solidity,21,22.0,BlindBoxesNFT
PersonhoodPassport,https://github.com/gitcoinco/PersonhoodPassport,343233372,,2021-02-28 22:55:29,2021-09-09 16:27:59,,Solidity,9,10.0,gitcoinco
jpyc-rinkeby,https://github.com/yuyasugano/jpyc-rinkeby,343295246,"JPYC is a JPY-pegged stablecoin, legally dealt as a prepaid payment instrument in Japan.",2021-03-01 04:58:11,2021-03-01 06:01:46,,Solidity,1,7.0,yuyasugano
xtt,https://github.com/xtblock/xtt,343425525,XTblock Token - Smart Contracts,2021-03-01 13:26:51,2021-08-25 14:12:52,,Solidity,64,869.0,xtblock
swipe-swap-bsc,https://github.com/SwipeWallet/swipe-swap-bsc,343449834,Swipe Swap Binance Smart Chain Contracts,2021-03-01 14:43:10,2021-03-17 08:44:04,,Solidity,3,17.0,SwipeWallet
nft-mix,https://github.com/PatrickAlphaC/nft-mix,343553753,,2021-03-01 20:53:15,2022-04-25 02:11:34,,Solidity,379,734.0,PatrickAlphaC
sublime-v1,https://github.com/sublime-finance/sublime-v1,343694560,Sublime V1 smart contracts,2021-03-02 08:11:36,2022-04-19 07:48:25,,Solidity,4,26.0,sublime-finance
ninjaswap-core,https://github.com/ninjaswapapp/ninjaswap-core,343976963,,2021-03-03 02:29:10,2022-04-09 07:27:01,,Solidity,1,8.0,ninjaswapapp
pera-contract-old,https://github.com/perafinance/pera-contract-old,344079011,Contract of pera finance,2021-03-03 09:56:50,2021-07-06 18:19:11,,Solidity,4,7.0,perafinance
Generic-Subgraph-Testing,https://github.com/withtally/Generic-Subgraph-Testing,344292246,A generic subgraph testing setup for unit testing Graph Subgraphs. ,2021-03-03 23:27:48,2021-11-30 12:40:37,https://www.withTally.com,Solidity,2,8.0,withtally
ruler-core-public,https://github.com/Ruler-Protocol/ruler-core-public,344301711,,2021-03-04 00:23:25,2021-03-18 23:48:43,,Solidity,6,12.0,Ruler-Protocol
Safemoon.sol,https://github.com/safemoonprotocol/Safemoon.sol,344310733,safemoon contract,2021-03-04 01:14:49,2022-02-02 08:29:20,,Solidity,916,647.0,safemoonprotocol
bdp-contracts,https://github.com/bigdataprotocol/bdp-contracts,344600037,,2021-03-04 20:24:39,2021-03-04 20:28:10,,Solidity,2,8.0,bigdataprotocol
cometh-renting-contract,https://github.com/cometh-game/cometh-renting-contract,344754335,,2021-03-05 09:09:22,2021-05-18 10:25:34,,Solidity,2,13.0,cometh-game
nft-contracts,https://github.com/crazyrabbitLTC/nft-contracts,344968287,Contract for NFT Project,2021-03-06 00:25:00,2021-03-25 22:17:19,,Solidity,8,13.0,crazyrabbitLTC
Contracts,https://github.com/ramifiprotocol/Contracts,344984415,,2021-03-06 02:13:21,2021-03-06 02:14:00,,Solidity,0,6.0,ramifiprotocol
coinerchat-contract-public,https://github.com/33357/coinerchat-contract-public,345046873,coinerchat-contract-public,2021-03-06 08:45:49,2021-06-11 08:27:42,,Solidity,2,7.0,33357
sora2-evm-contracts,https://github.com/sora-xor/sora2-evm-contracts,345082277,Sora2 EVM compatible code.,2021-03-06 11:57:04,2022-04-19 09:06:36,,Solidity,3,6.0,sora-xor
contracts,https://github.com/BXHash/contracts,345252566,bxh contracts,2021-03-07 03:48:15,2021-10-23 03:19:58,,Solidity,9,20.0,BXHash
eth-bsc-swap-contract,https://github.com/Ralie-Network/eth-bsc-swap-contract,345257742,"Ethereum to Binance Smart Chain Bridge, smart contracts suggested by the Binance team of developers.",2021-03-07 04:26:26,2021-03-07 04:52:48,,Solidity,9,14.0,Ralie-Network
vrf_pizza,https://github.com/PatrickAlphaC/vrf_pizza,345451548,lol,2021-03-07 20:57:47,2021-03-12 17:16:29,,Solidity,1,8.0,PatrickAlphaC
PrivateRouter,https://github.com/owen-boop/PrivateRouter,345482756,Private DEX Router/Aggregator using Uniswap and 1inch interfaces. Meant to be used in addition with frontrunning / opportunity recognizing script.,2021-03-08 00:04:16,2021-03-08 00:04:41,,Solidity,6,12.0,owen-boop
ChainIDE-BSC-Master-Class,https://github.com/prophetyy18/ChainIDE-BSC-Master-Class,345561542,8 weeks Master Class program example.,2021-03-08 07:04:26,2021-04-08 11:07:23,,Solidity,63,43.0,prophetyy18
contract,https://github.com/P-TD/contract,345691695,Smart Contract of Pilot finance lab,2021-03-08 14:54:09,2021-06-09 09:46:27,,Solidity,6,7.0,P-TD
contracts,https://github.com/pigtokenfinance/contracts,345719041,This is the repo for PIG Token solidity contract.  Website : https://pigtoken.finance/ Telegram : https://t.me/PigTokenBSC Binance Scan : https://bscscan.com/token/0x8850d2c68c632e3b258e612abaa8fada7e6958e5 Twitter : https://twitter.com/Pig_Finance,2021-03-08 16:24:03,2021-03-08 16:27:25,,Solidity,27,24.0,pigtokenfinance
smart-contracts,https://github.com/SoyFinance/smart-contracts,345820405,,2021-03-08 23:07:41,2022-04-25 13:09:43,,Solidity,8,9.0,SoyFinance
docs,https://github.com/smartbch/docs,345839638,Official Documents of smartBCH,2021-03-09 00:55:03,2022-04-29 02:06:41,,Solidity,17,21.0,smartbch
boosterProtocol,https://github.com/boosterfarm/boosterProtocol,345922067,,2021-03-09 07:39:25,2021-11-04 09:27:15,,Solidity,6,8.0,boosterfarm
